control_event_id,date,record_status,depot,product,stock_status,event_label,opening_stock_m3,customer_orders_m3,closing_stock_m3,days_of_cover,batch_triggered,batch_volume_m3,emergency_replenishment,autonomous_action
CP-0001041,2021-12-19,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13634.39,1000.1,12634.29,12.63,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001042,2021-12-24,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12726.07,1182.15,11543.92,9.77,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001043,2021-12-28,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13149.05,1267.31,11881.74,9.38,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001044,2022-01-01,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13220.44,1035.58,12184.87,11.77,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001045,2022-01-05,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13495.76,1157.22,12338.53,10.66,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001046,2022-01-09,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13363.31,1078.61,12284.7,11.39,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001047,2022-01-13,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13254.33,1386.1,11868.23,8.56,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001048,2022-01-17,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13255.94,1173.95,12081.99,10.29,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001049,2022-01-21,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13028.08,1192.73,11835.34,9.92,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001050,2022-01-25,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13007.3,1314.89,11692.4,8.89,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001051,2022-01-29,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12651.7,1023.98,11627.71,11.36,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001052,2022-02-02,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13002.76,1062.49,11940.28,11.24,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001053,2022-02-06,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13386.29,961.23,12425.06,12.93,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001054,2022-02-10,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13579.85,1096.83,12483.02,11.38,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001055,2022-02-15,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13115.48,1057.21,12058.27,11.41,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001056,2022-02-19,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13365.33,1077.03,12288.3,11.41,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001057,2022-02-23,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13683.88,1120.11,12563.78,11.22,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001058,2022-02-28,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13104.36,1114.5,11989.86,10.76,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001059,2022-03-04,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13221.52,1290.25,11931.27,9.25,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001060,2022-03-08,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13207.61,1151.15,12056.45,10.47,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001061,2022-03-12,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13162.69,993.03,12169.66,12.26,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001062,2022-03-16,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13484.73,1285.78,12198.95,9.49,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001063,2022-03-20,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13312.12,1006.31,12305.81,12.23,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001064,2022-03-24,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13546.19,1283.95,12262.24,9.55,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001065,2022-03-28,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13686.22,1074.49,12611.73,11.74,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001066,2022-04-01,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13827.35,1435.45,12391.9,8.63,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001067,2022-04-05,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13596.23,1121.17,12475.06,11.13,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001068,2022-04-06,SIMULATED_HISTORY,Kisumu,AGO,WATCH,LOADING_BAY_OUTAGE,12475.06,1209.17,11265.88,9.32,0,0.0,0,NONE
CP-0001069,2022-04-09,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13449.63,1098.73,12350.9,11.24,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001070,2022-04-12,SIMULATED_HISTORY,Kisumu,AGO,HEALTHY,LOADING_BAY_OUTAGE,14726.23,1249.53,13476.7,10.79,0,0.0,0,NONE
CP-0001071,2022-04-13,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13476.7,1200.14,12276.56,10.23,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001072,2022-04-17,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13524.92,1039.84,12485.09,12.01,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001073,2022-04-21,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13603.54,1244.36,12359.18,9.93,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001074,2022-04-25,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13561.68,1198.9,12362.78,10.31,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001075,2022-04-29,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13362.73,1238.94,12123.79,9.79,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001076,2022-05-03,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13471.77,1241.45,12230.32,9.85,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001077,2022-05-07,SIMULATED_HISTORY,Kisumu,AGO,WATCH,UNPLANNED_PUMP_FAILURE,13208.26,1065.7,12142.56,11.39,1,4640.0,0,CREATE_PIPELINE_BATCH+OUTAGE
CP-0001078,2022-05-11,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13391.43,1160.6,12230.83,10.54,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001079,2022-05-15,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13437.71,1023.22,12414.48,12.13,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001080,2022-05-19,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13500.56,1159.92,12340.64,10.64,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001081,2022-05-23,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13586.95,1096.68,12490.27,11.39,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001082,2022-05-27,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13606.05,1301.82,12304.23,9.45,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001083,2022-05-29,SIMULATED_HISTORY,Kisumu,AGO,WATCH,PLANNED_PIPELINE_MAINTENANCE,11212.87,957.51,10255.36,10.71,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0001084,2022-05-31,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13848.39,1255.07,12593.31,10.03,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001085,2022-06-05,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12883.02,1034.65,11848.37,11.45,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001086,2022-06-09,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13016.54,1090.62,11925.93,10.94,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001087,2022-06-13,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13493.51,1082.37,12411.14,11.47,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001088,2022-06-17,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13636.23,1144.49,12491.74,10.91,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001089,2022-06-20,SIMULATED_HISTORY,Kisumu,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,15217.11,1101.09,14116.02,12.82,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0001090,2022-06-21,SIMULATED_HISTORY,Kisumu,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,14116.02,1053.36,13062.65,12.4,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0001091,2022-06-22,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13062.65,1113.39,11949.26,10.73,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001092,2022-06-26,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13378.54,858.0,12520.54,14.59,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001093,2022-06-30,SIMULATED_HISTORY,Kisumu,AGO,HEALTHY,DATA_LATENCY_INCIDENT,13927.28,1062.49,12864.79,12.11,0,0.0,0,NONE
CP-0001094,2022-07-01,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12864.79,1273.82,11590.97,9.1,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001095,2022-07-05,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13162.13,1180.87,11981.25,10.15,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001096,2022-07-09,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13114.83,998.84,12115.99,12.13,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001097,2022-07-13,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13625.73,1094.67,12531.06,11.45,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001098,2022-07-18,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12850.07,1178.17,11671.89,9.91,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001099,2022-07-21,SIMULATED_HISTORY,Kisumu,AGO,CRITICAL,NORMAL,9375.41,1155.44,8219.97,7.11,0,0.0,0,NONE
CP-0001100,2022-07-22,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,8219.97,1199.51,11660.45,9.72,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001101,2022-07-25,SIMULATED_HISTORY,Kisumu,AGO,HEALTHY,LOADING_BAY_OUTAGE,14277.01,1229.42,13047.58,10.61,0,0.0,0,NONE
CP-0001102,2022-07-26,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13047.58,1170.28,11877.3,10.15,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001103,2022-07-30,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13038.32,1030.8,12007.52,11.65,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001104,2022-07-31,SIMULATED_HISTORY,Kisumu,AGO,WATCH,LOADING_BAY_OUTAGE,12007.52,900.7,11106.82,12.33,0,0.0,0,NONE
CP-0001105,2022-08-03,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13510.38,1166.62,12343.77,10.58,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001106,2022-08-07,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13567.27,966.81,12600.47,13.03,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001107,2022-08-11,SIMULATED_HISTORY,Kisumu,AGO,WATCH,LOADING_BAY_OUTAGE,13732.49,1155.79,12576.7,10.88,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001108,2022-08-13,SIMULATED_HISTORY,Kisumu,AGO,HEALTHY,DATA_LATENCY_INCIDENT,11298.85,1083.54,14855.31,13.71,0,0.0,0,NONE
CP-0001109,2022-08-16,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12774.08,1257.06,11517.01,9.16,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001110,2022-08-19,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13838.07,1300.02,12538.05,9.64,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001111,2022-08-24,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12859.22,1133.21,11726.01,10.35,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001112,2022-08-27,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13768.56,1138.88,12629.68,11.09,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001113,2022-09-01,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12913.01,1192.51,11720.5,9.83,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001114,2022-09-05,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12788.53,1169.74,11618.79,9.93,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001115,2022-09-08,SIMULATED_HISTORY,Kisumu,AGO,WATCH,UNPLANNED_PUMP_FAILURE,13798.71,1297.6,12501.11,9.63,1,4640.0,0,CREATE_PIPELINE_BATCH+OUTAGE
CP-0001116,2022-09-12,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13657.88,1128.7,12529.18,11.1,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001117,2022-09-16,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13473.46,1186.69,12286.77,10.35,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001118,2022-09-20,SIMULATED_HISTORY,Kisumu,AGO,WATCH,UNPLANNED_PUMP_FAILURE,13607.69,1288.57,12319.12,9.56,1,4640.0,0,CREATE_PIPELINE_BATCH+OUTAGE
CP-0001119,2022-09-24,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13373.66,1080.83,12292.83,11.37,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001120,2022-09-28,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13632.93,1179.51,12453.42,10.56,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001121,2022-10-02,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13369.05,1091.49,12277.56,11.25,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001122,2022-10-06,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12773.98,1463.06,11310.92,7.73,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001123,2022-10-09,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13010.88,1150.92,11859.96,10.3,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001124,2022-10-12,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13695.57,1517.14,12178.43,8.03,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001125,2022-10-16,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12650.94,1185.65,11465.29,9.67,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001126,2022-10-19,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13397.17,1423.39,11973.78,8.41,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001127,2022-10-22,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13575.95,1267.92,12308.02,9.71,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001128,2022-10-26,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13220.62,1446.79,11773.84,8.14,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001129,2022-10-29,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13725.86,1317.01,12408.86,9.42,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001130,2022-11-02,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13435.2,1245.09,12190.1,9.79,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001131,2022-11-06,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13411.97,1027.24,12384.73,12.06,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001132,2022-11-10,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13459.54,1190.52,12269.02,10.31,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001133,2022-11-14,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13619.73,1086.81,12532.92,11.53,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001134,2022-11-18,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13638.29,1221.68,12416.61,10.16,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001135,2022-11-23,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12915.53,1230.5,11685.03,9.5,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001136,2022-11-27,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12919.22,997.19,11922.04,11.96,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001137,2022-12-01,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13005.18,1207.44,11797.74,9.77,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001138,2022-12-05,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13148.68,1083.61,12065.08,11.13,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001139,2022-12-09,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13244.13,1233.56,12010.58,9.74,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001140,2022-12-13,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13411.85,1185.5,12226.35,10.31,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001141,2022-12-17,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13310.74,1170.15,12140.58,10.38,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001142,2022-12-21,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13418.78,1107.16,12311.62,11.12,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001143,2022-12-25,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13547.83,984.31,12563.53,12.76,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001144,2022-12-29,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13676.86,1353.46,12323.4,9.11,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001145,2023-01-02,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13656.4,1176.79,12479.61,10.6,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001146,2023-01-06,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13605.73,1200.17,12405.56,10.34,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001147,2023-01-10,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13561.69,1106.79,12454.9,11.25,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001148,2023-01-12,SIMULATED_HISTORY,Kisumu,AGO,HEALTHY,DATA_LATENCY_INCIDENT,11308.09,1163.16,14784.93,12.71,0,0.0,0,NONE
CP-0001149,2023-01-14,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13580.62,1192.87,12387.75,10.38,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001150,2023-01-18,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13699.59,1192.25,12507.34,10.49,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001151,2023-01-23,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12679.21,1248.75,11430.46,9.15,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001152,2023-01-27,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12769.43,1261.7,11507.73,9.12,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001153,2023-01-31,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12941.16,1122.3,11818.86,10.53,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001154,2023-02-04,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13075.17,943.96,12131.21,12.85,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001155,2023-02-08,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13615.25,1059.57,12555.68,11.85,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001156,2023-02-13,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13123.86,1016.9,12106.96,11.91,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001157,2023-02-15,SIMULATED_HISTORY,Kisumu,AGO,HEALTHY,LOADING_BAY_OUTAGE,11029.04,970.63,14698.4,15.14,0,0.0,0,NONE
CP-0001158,2023-02-17,SIMULATED_HISTORY,Kisumu,AGO,WATCH,LOADING_BAY_OUTAGE,13631.71,1154.97,12476.74,10.8,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001159,2023-02-22,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13143.13,1120.45,12022.68,10.73,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001160,2023-02-23,SIMULATED_HISTORY,Kisumu,AGO,WATCH,LOADING_BAY_OUTAGE,12022.68,1136.3,10886.38,9.58,0,0.0,0,NONE
CP-0001161,2023-02-26,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13450.93,886.72,12564.21,14.17,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001162,2023-03-03,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12955.69,1185.78,11769.91,9.93,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001163,2023-03-07,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13246.92,1117.56,12129.35,10.85,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001164,2023-03-11,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13403.69,1106.59,12297.1,11.11,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001165,2023-03-16,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12677.32,1177.49,11499.83,9.77,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001166,2023-03-20,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12911.66,1069.84,11841.82,11.07,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001167,2023-03-24,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13078.49,1193.99,11884.51,9.95,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001168,2023-03-28,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13249.49,1109.8,12139.69,10.94,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001169,2023-04-01,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12928.36,999.89,11928.47,11.93,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001170,2023-04-05,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13348.6,1259.59,12089.01,9.6,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001171,2023-04-09,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13299.28,947.36,12351.91,13.04,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001172,2023-04-13,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13507.42,1120.08,12387.34,11.06,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001173,2023-04-18,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12747.32,1158.24,11589.08,10.01,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001174,2023-04-22,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12760.41,964.16,11796.25,12.23,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001175,2023-04-26,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13239.46,1142.8,12096.66,10.59,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001176,2023-04-30,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13331.8,896.75,12435.05,13.87,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001177,2023-05-04,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13531.2,1266.7,12264.5,9.68,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001178,2023-05-08,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13709.63,1219.16,12490.47,10.25,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001179,2023-05-12,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13611.68,1149.97,12461.72,10.84,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001180,2023-05-15,SIMULATED_HISTORY,Kisumu,AGO,HEALTHY,DATA_LATENCY_INCIDENT,15073.62,1042.51,14031.1,13.46,0,0.0,0,NONE
CP-0001181,2023-05-17,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,12852.14,1218.46,11633.68,9.55,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001182,2023-05-21,SIMULATED_HISTORY,Kisumu,AGO,WATCH,LOADING_BAY_OUTAGE,12935.13,1031.59,11903.55,11.54,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001183,2023-05-22,SIMULATED_HISTORY,Kisumu,AGO,WATCH,LOADING_BAY_OUTAGE,11903.55,1142.04,10761.51,9.42,0,0.0,0,NONE
CP-0001184,2023-05-25,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13088.14,1179.15,11909.0,10.1,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001185,2023-05-26,SIMULATED_HISTORY,Kisumu,AGO,WATCH,UNPLANNED_PUMP_FAILURE,11909.0,1127.0,10781.99,9.57,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0001186,2023-05-29,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13473.09,1101.46,12371.62,11.23,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001187,2023-06-02,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13662.35,1079.66,12582.69,11.65,1,4640.0,0,CREATE_PIPELINE_BATCH
CP-0001188,2023-06-07,SIMULATED_HISTORY,Kisumu,AGO,WATCH,NORMAL,13085.62,1152.35,11933.27,10.36,1,4640.0,0,CREATE_PIPELINE_BATCH
